This file was created by CMPT_IND_RETS using the 202312 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
197512,    121.35,    250.57,    188.29,    534.26,    181.65,    955.61,    102.71,    363.69,    276.62,     71.61
197601,    119.41,    248.78,    186.13,    543.40,    179.66,    950.87,    100.04,    340.28,    278.56,     71.32
197602,    132.65,    287.30,    217.95,    590.30,    212.44,   1041.07,    109.11,    366.47,    300.25,     80.47
197603,    131.84,    299.26,    221.00,    567.23,    214.42,   1064.60,    114.56,    341.05,    287.46,     82.90
197604,    132.92,    311.02,    223.62,    607.79,    222.99,   1067.01,    118.85,    365.73,    289.56,     84.47
197605,    130.80,    316.39,    221.31,    630.30,    215.92,   1085.32,    113.38,    349.86,    289.86,     83.30
197606,    127.82,    304.13,    218.51,    658.36,    216.39,   1039.67,    106.73,    338.53,    283.23,     81.63
197607,    128.42,    309.54,    220.01,    627.41,    223.55,   1100.16,    101.75,    335.43,    305.70,     83.12
197608,    130.83,    308.85,    217.15,    622.61,    218.58,   1113.86,     99.95,    334.03,    312.72,     83.18
197609,    129.86,    302.32,    213.06,    611.97,    216.59,   1152.16,    102.89,    339.49,    319.17,     82.20
197610,    131.72,    317.04,    215.91,    654.85,    222.68,   1167.18,    103.19,    351.72,    330.44,     82.80
197611,    129.62,    312.89,    209.12,    640.38,    213.69,   1182.12,    102.18,    340.60,    326.10,     82.37
197612,    131.06,    306.48,    208.41,    643.91,    217.29,   1204.36,    106.75,    313.83,    333.78,     82.70
197701,    138.38,    340.80,    220.13,    691.67,    227.55,   1242.39,    109.09,    335.58,    353.52,     89.60
197702,    132.96,    327.71,    206.83,    691.18,    219.73,   1243.59,    101.30,    307.82,    354.97,     85.87
197703,    130.92,    314.05,    205.11,    671.68,    216.90,   1239.33,     99.66,    308.01,    340.04,     84.17
197704,    128.87,    304.55,    204.86,    657.37,    217.16,   1223.41,     96.75,    304.33,    338.79,     83.89
197705,    130.10,    313.62,    207.15,    685.03,    210.01,   1231.40,     93.40,    292.49,    343.60,     85.63
197706,    129.07,    309.81,    200.81,    675.17,    205.41,   1232.81,     90.54,    287.11,    348.40,     84.45
197707,    136.18,    326.89,    206.21,    654.63,    204.45,   1234.07,     93.01,    285.51,    394.76,     85.86
197708,    138.79,    321.58,    198.72,    651.99,    205.63,   1223.29,     93.37,    281.04,    396.42,     85.71
197709,    138.81,    318.16,    195.74,    608.61,    206.26,   1179.52,     97.41,    289.90,    380.44,     84.75
197710,    139.79,    322.17,    194.69,    612.70,    203.35,   1217.10,     97.09,    288.79,    385.94,     84.04
197711,    135.12,    307.23,    185.54,    593.04,    197.71,   1155.43,     93.73,    285.34,    372.05,     80.18
197712,    141.11,    306.06,    193.88,    607.39,    208.23,   1164.41,     99.34,    305.14,    384.44,     85.07
197801,    141.05,    307.77,    196.16,    618.46,    215.66,   1185.76,     98.59,    310.08,    380.99,     85.71
197802,    134.43,    286.07,    184.50,    574.13,    205.94,   1136.25,     91.91,    303.83,    361.89,     81.33
197803,    134.34,    284.50,    179.21,    562.20,    197.75,   1165.92,     91.13,    292.80,    357.31,     80.99
197804,    140.44,    300.88,    185.76,    580.05,    197.26,   1219.86,     93.69,    306.60,    363.96,     85.12
197805,    151.41,    329.20,    207.86,    627.62,    224.44,   1255.48,    103.87,    337.16,    362.58,     93.21
197806,    156.85,    326.32,    218.40,    632.42,    227.67,   1232.56,    105.52,    360.09,    361.92,     95.59
197807,    158.36,    311.28,    211.24,    584.60,    217.50,   1260.81,    102.47,    356.22,    381.89,     92.15
197808,    163.79,    330.86,    227.69,    612.61,    237.27,   1278.59,    107.81,    387.24,    393.91,     98.29
197809,    170.56,    338.07,    236.10,    637.18,    250.52,   1335.23,    114.18,    393.01,    391.96,    104.64
197810,    170.24,    337.32,    231.32,    670.77,    240.07,   1347.69,    111.75,    382.06,    388.59,    103.42
197811,    150.23,    298.96,    205.34,    596.32,    214.32,   1313.96,     96.34,    332.56,    358.53,     88.46
197812,    152.83,    296.70,    210.11,    631.86,    225.84,   1333.51,     98.74,    349.81,    366.15,     90.67
197901,    155.11,    296.80,    213.55,    652.47,    240.40,   1330.23,     98.23,    361.28,    358.88,     91.59
197902,    161.01,    312.76,    227.61,    678.75,    251.24,   1378.70,    103.87,    368.47,    379.58,     96.81
197903,    154.65,    297.83,    216.52,    676.51,    242.33,   1348.85,     98.61,    352.47,    369.98,     93.51
197904,    161.16,    318.72,    232.32,    743.61,    263.20,   1346.29,    104.49,    371.50,    376.01,    101.02
197905,    161.56,    327.29,    230.42,    778.32,    264.33,   1317.16,    105.14,    375.38,    363.84,    102.45
197906,    159.09,    323.83,    224.65,    755.58,    257.74,   1325.94,    102.56,    368.85,    365.11,    102.13
197907,    163.54,    327.45,    225.01,    730.96,    238.44,   1245.25,    103.27,    356.39,    403.58,    105.93
197908,    168.12,    333.39,    230.27,    744.04,    234.69,   1271.73,    104.65,    359.25,    410.29,    109.44
197909,    180.53,    348.25,    246.53,    796.73,    247.73,   1268.63,    113.71,    393.40,    414.62,    115.41
197910,    176.84,    346.07,    244.72,    853.67,    243.68,   1235.55,    112.96,    391.11,    403.34,    114.38
197911,    163.68,    316.55,    223.16,    830.68,    226.67,   1195.31,    102.84,    373.49,    376.92,    102.73
197912,    171.79,    308.53,    232.17,    903.43,    242.97,   1222.21,    106.51,    407.22,    402.33,    109.81
198001,    178.82,    319.06,    243.44,    924.43,    248.13,   1198.66,    110.19,    415.13,    395.46,    114.19
198002,    184.90,    351.84,    260.32,   1053.22,    267.17,   1173.72,    111.80,    412.46,    399.27,    119.71
198003,    175.32,    325.42,    252.30,   1188.62,    255.79,   1161.44,    106.20,    390.70,    381.54,    115.87
198004,    158.95,    296.59,    223.11,    979.36,    223.58,   1153.04,     97.39,    386.31,    353.59,    101.24
198005,    169.57,    292.23,    230.10,   1048.81,    225.55,   1267.90,    100.65,    407.97,    395.54,    107.36
198006,    182.42,    301.56,    243.88,   1084.13,    236.89,   1340.43,    110.11,    433.83,    409.45,    115.91
198007,    186.97,    297.98,    242.11,    912.80,    223.11,   1262.05,    109.65,    383.14,    463.15,    116.40
198008,    200.14,    334.75,    268.80,    931.97,    259.69,   1274.45,    121.10,    418.79,    462.21,    125.13
198009,    201.57,    341.85,    271.82,    964.27,    269.21,   1332.38,    122.86,    423.17,    452.44,    128.46
198010,    201.74,    343.88,    278.56,   1029.90,    274.74,   1305.94,    125.15,    438.05,    449.58,    133.02
198011,    202.25,    337.43,    279.91,   1109.45,    281.78,   1263.24,    123.35,    434.92,    455.13,    133.92
198012,    203.62,    352.03,    302.58,   1373.77,    308.83,   1194.43,    127.72,    471.39,    487.06,    144.44
198101,    206.77,    349.01,    296.29,   1227.25,    306.97,   1201.98,    126.91,    495.53,    474.83,    144.35
198102,    211.65,    345.30,    291.24,   1112.27,    282.71,   1268.28,    127.55,    490.86,    460.15,    139.50
198103,    216.99,    366.22,    304.09,   1099.76,    282.81,   1334.45,    130.21,    493.34,    449.84,    141.51
198104,    232.82,    394.76,    322.46,   1079.24,    297.24,   1347.50,    146.75,    529.33,    459.25,    151.75
198105,    235.12,    404.48,    319.25,   1000.38,    297.63,   1430.92,    150.81,    548.82,    444.41,    152.70
198106,    240.88,    413.76,    315.91,    956.03,    309.79,   1505.96,    156.67,    565.08,    447.89,    156.17
198107,    229.97,    362.83,    300.38,    677.86,    244.80,   1239.19,    150.40,    445.85,    486.84,    143.99
198108,    227.73,    351.89,    292.35,    732.82,    235.40,   1255.78,    145.59,    427.90,    500.12,    138.85
198109,    215.53,    323.73,    270.44,    681.23,    217.57,   1221.04,    137.72,    394.71,    491.17,    129.21
198110,    210.73,    314.69,    251.35,    576.60,    209.48,   1254.96,    133.35,    391.94,    459.64,    121.93
198111,    226.66,    303.12,    260.26,    630.99,    220.92,   1379.89,    142.61,    422.47,    478.83,    130.78
198112,    232.06,    315.02,    271.12,    671.39,    223.39,   1393.06,    144.34,    440.90,    502.09,    137.24
198201,    226.95,    316.15,    266.54,    628.43,    224.10,   1370.42,    141.64,    437.05,    486.23,    131.54
198202,    224.43,    319.74,    258.54,    576.55,    230.63,   1379.44,    142.05,    442.78,    480.27,    127.46
198203,    219.55,    310.97,    242.89,    487.62,    218.05,   1276.87,    140.03,    427.77,    473.45,    122.23
198204,    224.78,    322.48,    238.24,    470.85,    211.51,   1300.73,    146.59,    418.86,    481.35,    118.30
198205,    241.32,    338.76,    245.66,    491.98,    227.05,   1243.11,    155.98,    449.44,    496.73,    123.09
198206,    231.75,    334.32,    232.43,    499.23,    213.62,   1205.72,    151.60,    437.56,    488.24,    114.18
198207,    235.08,    347.19,    222.69,    396.81,    185.70,   1052.85,    148.77,    380.34,    495.59,    110.81
198208,    234.24,    345.96,    216.68,    366.37,    189.03,   1065.28,    149.38,    384.94,    479.52,    107.68
198209,    256.32,    391.12,    246.47,    400.32,    212.53,   1179.84,    167.49,    434.37,    530.77,    120.34
198210,    266.25,    393.56,    244.97,    410.13,    215.84,   1213.49,    175.88,    442.57,    532.16,    125.81
198211,    295.73,    461.59,    277.11,    432.36,    253.22,   1311.52,    206.54,    481.06,    553.71,    146.02
198212,    309.80,    495.99,    293.21,    401.75,    279.94,   1391.69,    228.90,    508.69,    548.87,    156.74
198301,    314.91,    510.66,    296.95,    431.07,    287.60,   1400.71,    224.32,    513.92,    567.59,    154.51
198302,    311.84,    536.83,    309.64,    451.07,    312.03,   1574.46,    228.33,    525.96,    585.04,    159.04
198303,    324.08,    554.02,    320.50,    443.30,    322.87,   1544.77,    247.17,    547.89,    588.15,    166.22
198304,    346.88,    549.86,    327.79,    476.46,    325.30,   1577.20,    268.44,    579.31,    585.22,    174.25
198305,    368.68,    609.57,    348.43,    526.49,    353.55,   1691.75,    293.17,    608.30,    603.86,    189.66
198306,    366.65,    598.48,    356.02,    532.87,    364.97,   1667.93,    294.19,    592.07,    612.20,    194.95
198307,    350.11,    642.51,    352.12,    530.28,    344.33,   1424.68,    287.94,    529.00,    640.04,    196.24
198308,    340.93,    617.15,    344.54,    528.01,    326.63,   1373.05,    280.17,    503.44,    645.80,    189.74
198309,    342.88,    603.90,    345.33,    566.16,    323.25,   1401.79,    268.06,    495.89,    649.16,    188.34
198310,    357.53,    628.80,    353.87,    542.48,    330.99,   1434.55,    274.08,    501.98,    679.14,    191.54
198311,    356.17,    636.34,    345.82,    531.92,    308.78,   1359.44,    269.93,    490.55,    695.92,    184.34
198312,    364.75,    658.54,    366.69,    536.19,    316.25,   1401.18,    283.70,    475.51,    674.65,    190.09
198401,    362.81,    677.19,    363.62,    559.08,    318.03,   1358.00,    272.24,    461.15,    644.27,    188.47
198402,    363.34,    640.16,    351.11,    589.59,    298.83,   1413.14,    259.13,    462.21,    649.45,    185.92
198403,    341.83,    597.98,    326.80,    616.78,    280.35,   1359.71,    247.23,    450.63,    621.46,    177.08
198404,    347.83,    602.18,    339.04,    621.61,    285.14,   1310.83,    250.87,    446.89,    614.56,    181.69
198405,    351.30,    621.75,    338.27,    649.10,    284.15,   1339.02,    252.84,    462.93,    608.35,    178.68
198406,    344.47,    581.83,    318.64,    574.98,    269.12,   1341.11,    240.45,    430.34,    596.57,    167.42
198407,    323.26,    527.74,    309.66,    503.67,    212.87,    717.05,    217.79,    313.19,    605.96,    170.81
198408,    320.09,    540.41,    304.56,    466.94,    208.29,    736.90,    218.04,    301.82,    605.47,    166.49
198409,    348.37,    594.59,    341.03,    543.21,    238.26,    785.44,    241.42,    333.74,    647.62,    185.87
198410,    352.98,    595.15,    333.10,    545.16,    228.21,    809.08,    242.26,    322.18,    674.11,    190.89
198411,    358.67,    607.23,    332.38,    532.89,    225.74,    810.45,    239.79,    328.23,    691.61,    193.10
198412,    361.80,    583.40,    327.52,    532.28,    217.68,    807.50,    231.25,    329.21,    706.23,    192.78
198501,    366.49,    613.26,    335.28,    537.13,    224.50,    839.77,    233.89,    341.53,    719.20,    201.17
198502,    383.49,    672.78,    365.27,    573.17,    253.85,    897.86,    266.77,    369.91,    732.12,    221.55
198503,    403.87,    662.18,    368.96,    596.34,    251.10,    932.53,    272.16,    385.40,    743.61,    226.37
198504,    424.84,    626.88,    359.17,    605.89,    237.87,    975.87,    273.32,    398.37,    782.68,    226.46
198505,    421.96,    612.61,    353.85,    635.44,    230.25,    992.83,    275.91,    390.93,    783.06,    231.30
198506,    455.48,    654.38,    376.90,    583.58,    239.11,   1057.53,    304.17,    432.65,    818.27,    246.63
198507,    430.56,    610.72,    366.91,    470.93,    219.65,    937.88,    276.52,    378.82,    866.69,    251.58
198508,    420.86,    624.99,    381.98,    472.55,    231.47,    899.82,    267.77,    377.61,    821.67,    252.80
198509,    406.08,    587.81,    375.99,    480.65,    225.69,    909.47,    266.45,    375.19,    829.87,    252.70
198510,    406.48,    569.86,    361.24,    486.27,    217.08,    866.03,    256.45,    352.09,    783.77,    240.44
198511,    406.89,    580.38,    374.85,    521.35,    224.97,    916.21,    277.56,    349.09,    828.53,    257.24
198512,    443.47,    642.58,    401.58,    518.17,    244.86,   1022.86,    303.40,    386.49,    852.86,    276.89
198601,    469.64,    688.12,    420.15,    514.54,    266.66,   1048.78,    318.33,    404.93,    893.11,    291.29
198602,    482.86,    701.78,    427.95,    476.11,    267.00,   1003.41,    325.64,    411.97,    922.78,    302.27
198603,    537.12,    773.17,    473.05,    482.20,    282.57,   1085.74,    353.22,    439.94,    979.18,    328.12
198604,    589.17,    843.14,    500.49,    501.01,    283.57,   1134.36,    385.66,    498.56,   1007.59,    344.26
198605,    596.79,    812.84,    494.77,    515.15,    295.93,   1175.21,    387.33,    508.61,    968.67,    338.06
